Municipio, ID, Usted_considera_que_Colombia_va_por_buen_camino_o_mal_camino, Usted_considera_que_el_departamento_de_Caqueta_va_por_buen_camino_o_mal_camino, De_los_siguientes_problemas_cual_cree_que_es_el_que_mas_afecta_a_su_municipio, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Harry_Giovanny_Gonzalez_Garcia, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Edwin_Alberto_Valdez_Rodriguez, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Gobernador_alvaro_Pacheco_alvarez, Con_cual_de_los_siguientes_partidos_o_movimientos_politicos_se_siente_mas_afin, Si_las_elecciones_para_elegir_Gobernador_del_Caqueta_fueran_hoy_por_cual_de_los_siguientes_candidatos_usted_votaria, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_el_Alcalde_de_Florencia_Andres_Mauricio_Perdomo_Lara, Estrato, Genero, Edad, ultimo_nivel_educativo, Estado_civil
SAN VICENTE DEL CAGUAN,921,Mal Camino,Ns / Nr,Ns/Nr,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Secundaria,Unión libre
CURILLO,922,Mal Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Centro Democrático,Arnulfo Gasca Trujillo,,1,Masculino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,923,Mal Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Centro Democrático,James Urrego Carvajal,,1,Masculino,45-54,Primaria,Casado
PUERTO RICO,924,Mal Camino,Mal Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,925,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,18-24,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,926,Ns / Nr,Ns / Nr,Desempleo,Desaprueba,Desaprueba,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Femenino,45-54,Secundaria,Soltero
CURILLO,927,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Conservador,Oscar Conde Ortiz,,1,Masculino,35-44,Tecnología,Unión libre
CARTAGENA DEL CHAIRA,928,Buen Camino,Buen Camino,Malla vial,Aprueba,Desaprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,1,Masculino,25-34,Primaria,Unión libre
EL DONCELLO,929,Mal Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Partido Conservador,César Augusto Torres Ríos,,2,Femenino,45-54,Primaria,Separado/Viudo
EL DONCELLO,930,Buen Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Ns/Nr,Centro Democrático,James Urrego Carvajal,,2,Femenino,25-34,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,931,Mal Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Ns / Nr,Ns/Nr,,2,Femenino,25-34,Secundaria,Unión libre
CURILLO,932,Mal Camino,Buen Camino,Minería Ilegal,Ns/Nr,Aprueba,Aprueba,Centro Democrático,Arnulfo Gasca Trujillo,,1,Masculino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,933,Ns / Nr,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,3,Femenino,25-34,Secundaria,Soltero
CURILLO,934,Buen Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Partido Conservador,Arnulfo Gasca Trujillo,,1,Masculino,Mayor de 55,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,935,Ns / Nr,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,45-54,Secundaria,Unión libre
PUERTO RICO,936,Mal Camino,Mal Camino,Vivienda,Aprueba,Ns/Nr,Desaprueba,Ns / Nr,James Urrego Carvajal,,2,Femenino,18-24,Secundaria,Soltero
PUERTO RICO,937,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Ns/Nr,Centro Democrático,César Augusto Torres Ríos,,1,Masculino,35-44,Tecnología,Casado
PUERTO RICO,938,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,2,Femenino,35-44,Secundaria,Casado
SAN VICENTE DEL CAGUAN,939,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Aprueba,Aprueba,Polo Democrático Alternativo,Ns/Nr,,1,Femenino,18-24,Tecnología,Soltero
CURILLO,940,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Secundaria,Casado
CARTAGENA DEL CHAIRA,941,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Polo Democrático Alternativo,Oscar Conde Ortiz,,2,Masculino,45-54,Primaria,Casado
PUERTO RICO,942,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,45-54,Ns / Nr,Unión libre
SAN VICENTE DEL CAGUAN,943,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Aprueba,Aprueba,Ns / Nr,Ns/Nr,,2,Masculino,35-44,Universidad,Casado
SOLITA,944,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,,2,Femenino,35-44,Universidad,Casado
CARTAGENA DEL CHAIRA,945,Buen Camino,Mal Camino,Explotación petrolera,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Primaria,Casado
PUERTO RICO,946,Mal Camino,Mal Camino,Guerrilla,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,25-34,Universidad,Soltero
EL DONCELLO,947,Ns / Nr,Mal Camino,Salud,Desaprueba,Ns/Nr,Desaprueba,Partido Conservador,Oscar Raúl Rojas,,2,Masculino,45-54,Primaria,Casado
CARTAGENA DEL CHAIRA,948,Mal Camino,Buen Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Masculino,45-54,Primaria,Casado
CARTAGENA DEL CHAIRA,949,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Masculino,18-24,Secundaria,Soltero
CARTAGENA DEL CHAIRA,950,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,1,Masculino,35-44,Secundaria,Casado
EL DONCELLO,951,Mal Camino,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Alianza Verde,Luis Antonio Ruiz Cicery,,3,Femenino,35-44,Universidad,Unión libre
PUERTO RICO,952,Buen Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Partido de la U,Ns/Nr,,1,Masculino,25-34,Secundaria,Soltero
CURILLO,953,Buen Camino,Buen Camino,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Luis Antonio Ruiz Cicery,,2,Masculino,25-34,Primaria,Casado
SAN VICENTE DEL CAGUAN,954,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Universidad,Unión libre
CURILLO,955,Mal Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,2,Masculino,45-54,Primaria,Unión libre
CARTAGENA DEL CHAIRA,956,Buen Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,957,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Tecnología,Soltero
CARTAGENA DEL CHAIRA,958,Mal Camino,Mal Camino,Educación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Femenino,35-44,Secundaria,Unión libre
CURILLO,959,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Desaprueba,Ns/Nr,Partido Liberal,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Casado
PUERTO RICO,960,Mal Camino,Mal Camino,Vivienda,Desaprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,2,Masculino,35-44,Primaria,Casado
SAN VICENTE DEL CAGUAN,961,Mal Camino,Buen Camino,Explotación petrolera,Ns/Nr,Aprueba,Ns/Nr,Ns / Nr,Ns/Nr,,2,Masculino,25-34,Tecnología,Soltero
SOLITA,962,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,963,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Partido de la U,César Augusto Torres Ríos,,1,Femenino,25-34,Secundaria,Soltero
CURILLO,964,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Luis Francisco Ruíz Aguilar,,2,Masculino,35-44,Tecnología,Casado
SAN VICENTE DEL CAGUAN,965,Mal Camino,Buen Camino,Deforestación,Aprueba,Desaprueba,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Femenino,25-34,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,966,Mal Camino,Buen Camino,Guerrilla,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,2,Femenino,18-24,Secundaria,Soltero
PUERTO RICO,967,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Mira,Ns/Nr,,1,Femenino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,968,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Polo Democrático Alternativo,Ns/Nr,,3,Masculino,25-34,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,969,Buen Camino,Buen Camino,Deforestación,Aprueba,Ns/Nr,Aprueba,Alianza Social Independiente - ASI,Luis Antonio Ruiz Cicery,,1,Femenino,35-44,Secundaria,Casado
CURILLO,970,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,2,Femenino,25-34,Tecnología,Unión libre
CURILLO,971,Buen Camino,Buen Camino,Mototaxismo,Aprueba,Desaprueba,Aprueba,Partido Conservador,Luis Francisco Ruíz Aguilar,,2,Masculino,45-54,Secundaria,Soltero
PUERTO RICO,972,Buen Camino,Buen Camino,Vivienda,Desaprueba,Ns/Nr,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Primaria,Unión libre
CARTAGENA DEL CHAIRA,973,Mal Camino,Mal Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Masculino,35-44,Primaria,Unión libre
PUERTO RICO,974,Mal Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Luz Mila Cicery Ortiz,,1,Masculino,45-54,Tecnología,Soltero
SAN VICENTE DEL CAGUAN,975,Mal Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,3,Femenino,25-34,Tecnología,Soltero
EL DONCELLO,976,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
CARTAGENA DEL CHAIRA,977,Mal Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Femenino,18-24,Secundaria,Soltero
CURILLO,978,Buen Camino,Buen Camino,Desempleo,Desaprueba,Aprueba,Desaprueba,Centro Democrático,Luis Antonio Ruiz Cicery,,2,Masculino,Mayor de 55,Secundaria,Soltero
SOLITA,979,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,,2,Masculino,35-44,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,980,Mal Camino,Mal Camino,Explotación petrolera,Aprueba,Aprueba,Aprueba,Polo Democrático Alternativo,Ns/Nr,,3,Femenino,45-54,Primaria,Separado/Viudo
PUERTO RICO,981,Mal Camino,Buen Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Oscar Conde Ortiz,,3,Femenino,Mayor de 55,Primaria,Separado/Viudo
CURILLO,982,Buen Camino,Mal Camino,Educación,Aprueba,Desaprueba,Desaprueba,Alianza Verde,Arnulfo Gasca Trujillo,,1,Femenino,45-54,Primaria,Casado
PUERTO RICO,983,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
PUERTO RICO,984,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Ns/Nr,,1,Femenino,35-44,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,985,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Tecnología,Unión libre
SAN VICENTE DEL CAGUAN,986,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Primaria,Separado/Viudo
EL DONCELLO,987,Buen Camino,Ns / Nr,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Luz Mila Cicery Ortiz,,1,Femenino,25-34,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,988,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Desaprueba,Centro Democrático,Ns/Nr,,1,Masculino,45-54,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,989,Mal Camino,Mal Camino,Explotación petrolera,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Secundaria,Casado
EL DONCELLO,990,Ns / Nr,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,2,Femenino,25-34,Tecnología,Soltero
CARTAGENA DEL CHAIRA,991,Buen Camino,Buen Camino,Educación,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Universidad,Casado
PUERTO RICO,992,Buen Camino,Mal Camino,Deforestación,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
EL DONCELLO,993,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Femenino,35-44,Primaria,Unión libre
PUERTO RICO,994,Mal Camino,Mal Camino,Mototaxismo,Desaprueba,Desaprueba,Desaprueba,Partido Liberal,Ns/Nr,,1,Femenino,45-54,Primaria,Separado/Viudo
EL DONCELLO,995,Buen Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Ns/Nr,Ns / Nr,Oscar Raúl Rojas,,1,Femenino,45-54,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,996,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Desaprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,Mayor de 55,Secundaria,Casado
CARTAGENA DEL CHAIRA,997,Mal Camino,Ns / Nr,Deforestación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Masculino,18-24,Secundaria,Soltero
PUERTO RICO,998,Buen Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Primaria,Soltero
PUERTO RICO,999,Mal Camino,Mal Camino,Vivienda,Desaprueba,Ns/Nr,Ns/Nr,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Masculino,25-34,Secundaria,Casado
CARTAGENA DEL CHAIRA,1000,Mal Camino,Mal Camino,Salud,Aprueba,Desaprueba,Desaprueba,Partido Conservador,Ns/Nr,,1,Masculino,35-44,Ns / Nr,Separado/Viudo
PUERTO RICO,1001,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,Mayor de 55,Ns / Nr,Separado/Viudo
CURILLO,1002,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Femenino,45-54,Primaria,Casado
EL DONCELLO,1003,Ns / Nr,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Luz Mila Cicery Ortiz,,1,Femenino,45-54,Primaria,Unión libre
EL DONCELLO,1004,Buen Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Desaprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,2,Masculino,25-34,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1005,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
CARTAGENA DEL CHAIRA,1006,Ns / Nr,Buen Camino,Salud,Aprueba,Ns/Nr,Ns/Nr,Partido de la U,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,1007,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,1008,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,45-54,Ns / Nr,Soltero
SAN VICENTE DEL CAGUAN,1009,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,2,Masculino,45-54,Primaria,Separado/Viudo
EL DONCELLO,1010,Buen Camino,Buen Camino,Guerrilla,Ns/Nr,Ns/Nr,Ns/Nr,Partido Conservador,César Augusto Torres Ríos,,1,Masculino,35-44,Secundaria,Casado
SAN VICENTE DEL CAGUAN,1011,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,45-54,Primaria,Casado
PUERTO RICO,1012,Mal Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido de la U,Ns/Nr,,1,Masculino,25-34,Secundaria,Unión libre
EL DONCELLO,1013,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,,2,Masculino,Mayor de 55,Primaria,Separado/Viudo
CARTAGENA DEL CHAIRA,1014,Mal Camino,Buen Camino,Deforestación,Ns/Nr,Desaprueba,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,,1,Masculino,25-34,Primaria,Unión libre
CURILLO,1015,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,2,Masculino,35-44,Secundaria,Casado
CARTAGENA DEL CHAIRA,1016,Mal Camino,Buen Camino,Malla vial,Aprueba,Aprueba,Aprueba,Partido Conservador,Oscar Raúl Rojas,,1,Femenino,35-44,Ns / Nr,Casado
SAN VICENTE DEL CAGUAN,1017,Mal Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Mira,Ns/Nr,,1,Femenino,18-24,Secundaria,Soltero
PUERTO RICO,1018,Mal Camino,Mal Camino,Salud,Desaprueba,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,Mayor de 55,Secundaria,Soltero
CURILLO,1019,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Desaprueba,MAIZ,Luis Antonio Ruiz Cicery,,1,Femenino,Mayor de 55,Primaria,Casado
EL DONCELLO,1020,Buen Camino,Buen Camino,Corrupción,Ns/Nr,Aprueba,Ns/Nr,Partido Liberal,Luis Antonio Ruiz Cicery,,1,Femenino,35-44,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,1021,Mal Camino,Mal Camino,Deforestación,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,Mayor de 55,Ns / Nr,Unión libre
CURILLO,1022,Ns / Nr,Mal Camino,Minería Ilegal,Desaprueba,Aprueba,Desaprueba,Centro Democrático,Ns/Nr,,2,Masculino,45-54,Universidad,Unión libre
EL DONCELLO,1023,Mal Camino,Ns / Nr,Desempleo,Aprueba,Ns/Nr,Ns/Nr,Ns / Nr,Oscar Raúl Rojas,,2,Femenino,25-34,Secundaria,Soltero
SAN VICENTE DEL CAGUAN,1024,Mal Camino,Mal Camino,Salud,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,1,Masculino,Mayor de 55,Secundaria,Soltero
CARTAGENA DEL CHAIRA,1025,Mal Camino,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Desaprueba,Alianza Verde,Luis Francisco Ruíz Aguilar,,2,Femenino,35-44,Secundaria,Casado
EL DONCELLO,1026,Buen Camino,Buen Camino,Mototaxismo,Desaprueba,Ns/Nr,Ns/Nr,Ns / Nr,Arnulfo Gasca Trujillo,,1,Femenino,35-44,Secundaria,Unión libre
CURILLO,1027,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,2,Masculino,45-54,Secundaria,Casado
CURILLO,1028,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Ns/Nr,Partido Liberal,Arnulfo Gasca Trujillo,,1,Femenino,45-54,Primaria,Soltero
PUERTO RICO,1029,Mal Camino,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,3,Masculino,45-54,Primaria,Casado
CARTAGENA DEL CHAIRA,1030,Mal Camino,Buen Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Soltero
CURILLO,1031,Buen Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,,2,Femenino,45-54,Tecnología,Unión libre
SAN VICENTE DEL CAGUAN,1032,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,2,Masculino,35-44,Secundaria,Unión libre
PUERTO RICO,1033,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Soltero
SOLITA,1034,Ns / Nr,Mal Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Ns/Nr,,1,Masculino,45-54,Primaria,Unión libre
CARTAGENA DEL CHAIRA,1035,Ns / Nr,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,45-54,Primaria,Soltero
PUERTO RICO,1036,Ns / Nr,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Primaria,Separado/Viudo
CARTAGENA DEL CHAIRA,1037,Ns / Nr,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,35-44,Secundaria,Separado/Viudo
PUERTO RICO,1038,Mal Camino,Buen Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Casado
EL DONCELLO,1039,Buen Camino,Buen Camino,Ns/Nr,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Secundaria,Unión libre
CURILLO,1040,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Conservador,Arnulfo Gasca Trujillo,,2,Femenino,45-54,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1041,Mal Camino,Mal Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Centro Democrático,César Augusto Torres Ríos,,1,Femenino,35-44,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,1042,Buen Camino,Buen Camino,Educación,Aprueba,Desaprueba,Aprueba,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,18-24,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1043,Buen Camino,Buen Camino,Corrupción,Aprueba,Aprueba,Ns/Nr,Ns / Nr,James Urrego Carvajal,,1,Femenino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,1044,Buen Camino,Buen Camino,Corrupción,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,1,Masculino,25-34,Primaria,Soltero
CURILLO,1045,Mal Camino,Mal Camino,Deforestación,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,1046,Mal Camino,Buen Camino,Deforestación,Aprueba,Aprueba,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,1,Femenino,25-34,Tecnología,Casado
SOLITA,1047,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Partido Conservador,Diego Ramírez Osorio,,2,Masculino,45-54,Primaria,Soltero
CARTAGENA DEL CHAIRA,1048,Buen Camino,Buen Camino,Deforestación,Aprueba,Ns/Nr,Aprueba,Centro Democrático,Luis Francisco Ruíz Aguilar,,2,Masculino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,1049,Mal Camino,Mal Camino,Guerrilla,Ns/Nr,Desaprueba,Desaprueba,Centro Democrático,Ns/Nr,,1,Femenino,18-24,Universidad,Soltero
CARTAGENA DEL CHAIRA,1050,Ns / Nr,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,45-54,Secundaria,Unión libre
SOLITA,1051,Buen Camino,Buen Camino,Corrupción,Aprueba,Desaprueba,Aprueba,Partido Liberal,Oscar Raúl Rojas,,2,Femenino,35-44,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,1052,Buen Camino,Buen Camino,Narcotráfico,Aprueba,Aprueba,Aprueba,Centro Democrático,Luis Antonio Ruiz Cicery,,2,Masculino,Mayor de 55,Primaria,Casado
PUERTO RICO,1053,Mal Camino,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
